id,type,text1,text2,text3,notes
seven_camirillo_fighter,SHIP,"A simplified Camirillo bomber cut down for mass production from fighter nanoforges. Dual hammer torpedoes, improvised shields, and high speed make it the bane of Hegemony patrols. Sneered at as a pirate's imitation of the mighty Trident, with hefty logistical burdens and lengthy replacement times to match.

In its heyday, the Camirillo line of cars were the envy of young adult men everywhere, revered for their high power, stunning looks, and everlasting reliability. Unfortunately, a plethora of new legislation to protect the environment resulted in the Camirillo line being put out of production, but that didn't stop those who had them from gleefully continuing their generous contribution to Earth's already-immense pollution issues. Nowadays, surviving Camirillos and painstakingly reproduced replicas are the envy of Takeshido engineers; their vast engine bays and several times redundant structural components make them ideal for interstellar retrofits and mounting explosive ordnance, though their relative weight makes them somewhat more sluggish than other Takeshido customs.",,,
seven_350x_fighter,SHIP,"A simplified 350x long range bomber cut down for mass production from fighter nanoforges. Capable of raining down volleys of bombs that blows up fighter formations, the 350x excels at heckling attack formations. However, long replacement times confound this otherwise excellent harasser.

The original profile of the 350x was designed to assist with its aerodynamics, but its designers had no idea how much of a boon this would prove to be in the vehicle's future. Its unique body design meant that the 350x was one of the first vehicles that were retrofitted with the advent of hovering cars, and when the next wave of interstellar retrofits came about, the 350x was once again among the forerunners. Its wings were initially vestiges from the first round of retrofits, but now they greatly enhance suborbital maneuverability while housing some extra ordnance, despite greatly adding to the bulk of the improvised strikecraft.",,,
seven_BR97_fighter,SHIP,"A simplified BR97 anti-ship strikecraft cut down for mass production from fighter nanoforges. While capable of point defense and interception, the BR97 excels at pressuring shields with light needler fire, allowing friendly ships to score easy kills.

Despite its uncanny resemblance to an Old Earth vehicle of a similar designation, the BR97 is actually a post-collapse innovation. One surprisingly efficient flux grid, one passenger on a light armament, space in the back for larger guns, and enough acceleration to decimate anything in the sector in a quarter mile: the BR97 may look old, but its performance is years ahead.",,,
seven_NMW_G3_fighter,SHIP,"A simplified NMW heavy anti-ship strikecraft cut down for mass production from fighter nanoforges. The high speeds of fighter combat make it difficult to focus the phase lance, but the NMW remains a potent if fragile machine.

Nosu Motor Works is perhaps the most reputable company in the sector still making high performance terrestrial vehicles in the sector today. The fact that the majority of manufacturing in the sector is devoted to construction vehicles and spaceships does of course have a major impact on that claim, however, that's not to say that NMW doesn't produce some exceptional vehicles; Nicknamed 'The Beamer', the NMW G3 is a finely tuned racing machine purpose built for pilots that want to face down enemy fleets, wow adoring fans when they dock at port, and look damn good while doing so.",,,
seven_vroomicorn_fighter,SHIP,"A simplified Vroomicon strikecraft cut down for mass production from fighter nanoforges. Expensive and difficult to replace quickly, but shows excellent performance against all target types.

The Vroomicorn is the result of one of Takeshido's most infamous and successful street racers and his unyielding desire to never lose; after half a fortune spent in RnD and one ill fated test run which claimed the life of 17 the Vroomicorn was born. This hunk of turbos, superchargers, flux circuits, and exhausts can give you what mystical men refer to as an out of body experience, the sheer acceleration of this craft leaves some of its pilots in a near permanent fugue state while out of it, evidently unable to cope with such a slow paced world.",,,
seven_garage,SHIP,"Advertised as a unique high speed logistical vessel capable of fielding unparalleled quantities of disposable high speed fighters. Only a fool would invest the credits necessary to inflict this scatter-brained design upon reality.

Despite a complete lack of previous experience with constructing capital-sized warships, a Takeshido supercarrier proposal pulled in investments from several large scale brands (mostly booze and cigarette manufacturers.) In short order, the ""Garage"" became perhaps the single most overfunded development in the sector. Of course Takeshido engineers, being Takeshido engineers, spent the vast majority of funds on extravagant parties, drugs, hookers, and paying off old debts, leaving little left for the actual development of the Garage and subsequently causing the whole project to be abandoned. Any ships of this class in the sector today are halfhearted attempts at a recreation using bootlegged blueprints or a slapped together restomod of a derelict prototype and inevitably are plagued with a list of systemic issues as long as Hegemony tax codes. So why then, you may ask, would any fleet commander in their right mind decide to field such a disaster? Simple: 80% of the ship is engine.",,,
seven_leto,SHIP,"Fragile yet lethal, the Leto drone bomber barrages enemies from close range with guided energy torpedoes. While phase cloak significantly increases survivability, decoys and/or autorecall systems are necessary to fend off point defense systems. Logistically taxing.

The most ardent Consortium founders were often members of the ex-Hegemony diaspora, settling on Ignitus to carry on a crusade against the homeland that spurned them. In recent circles the Burnt Oranges have been overshadowed by more opportunist immigrants chasing a new land of opportunity, but Hegemony defectors remain influential on Consortium procurements.

Classic Burnt Orange doctrine dates back to the first bloody skirmishes against their former comrades, with Hegemony forces deploying overwhelming walls of metal and armor against the rabble defectors. Harkening back to age-old weaknesses of decisive-battle doctrine against waves of strikecraft, the Burnt Oranges joined with abandoned Tri-Tachyon personnel and AI personae to fight alongside automatic fire support.



Grand-grandchild of those desperate hackjobs is the Leto, with more ammunition than armor. Where the first Burnt Oranges improvised by stuffing Tri-Tach energy cells into Khopesh rocket bombers, the Leto is entirely automated and augmented by phase defenses. Pops like a squashed marine when under heavy fire - rarely deployed outside of autorecall carriers. Dismissed by New Zeta thinkers as being a relic of obsolete doctrine.",,,
seven_theron,SHIP,"Fragile missile drone. Fires long ranged volleys of fast guided kinetic missiles. Excellent against shields, but mediocre against armor and hulls. Difficult to replace when destroyed.

Touted by the New Zeta design school as the next-generation successor to the much-vaunted Trident bomber, the Theron ultimately sacrificed survivability for standoff capability. Replacing shields with phase coils reduced weight and improved mobility, but increased vulnerability to aggressive strikecraft interception. With no in-built defensive weapons or shields, the Theron is dependent upon good control over battlespace to give it time to launch devastating kinetic antiship missiles.

While certainly powerful, the speed of the Theron's Zeva kinetic warheads are also a weakness. While effective at evading point defenses, high velocity impactors tend to overpenetrate, reducing damage dealt. Still, despite significant controversy and a failed initial public offering, the Theron can deliver unparalleled levels of shield pressure against enemy ships. ",,,
seven_aegeus,SHIP,"A tough bruiser of a point defense drone. While replacement times are significant and damage against armored targets minimal, the Aegeus corvette has best-in-class shield generators and area-denial energy flak cannons.
Initially maligned as the ""Cheerleader"" for lack of battlefield impact, cycles of refinement led to Aegeus LPCs dominating the escort LPC market on Consortium worlds. When the Aegeus was first released for general sale, Annihilator barrages would sail right by the sluggish and undergunned escort drones, leaving their helpless users fuming in rage or wreckage. Extensive battlespace experience against Luddic incursions and Hegemony raids have led to successive upgrades to the ""Pom Pom"" dual Glaphyra flak cannons, giving them a reasonable chance of shooting down enemy missile barrages and strikecraft assaults. The tactical ability to churn out mini-Monitors in a microforge has won the begrudging respect of battlecarrier captains and trade convoy leaders, despite early disappointments. ",,,
seven_fotios,SHIP,"An upgunned anti-ship variant of the Trygon drone. Heavy EMP damage and large wing sizes bring brutal levels of pressure to bear on any target, though lengthy replacement times and a lack of defensive systems make Fotios wings brittle relative to their firepower. ",,,
seven_gyrinus,SHIP,"An advanced interception drone with large wing sizes and powerful beam weaponry. Long replacement times and fragile construction make Gyrinus wings brittle in heated combat, as do narrow frontal shields.",,,
seven_iphigenia,SHIP,A decoy drone with the fastest replacement times in the Sector. Distracts the enemy with sheer replaceable bulk and decoy missiles. Cheaper and more ethical than pushing naked crew out of an airlock. ,,,
seven_pavlos,SHIP,"The cheapest fighter drone produced by the Epta Consortium, with performance to match. Passable at shield pressure and vaguely capable of point defense. As the jingle goes, always room for a Pavlos. ",,,
seven_trygon,SHIP,"The Trygon is a mass-produced interceptor drone beloved for its tactical flexibility. Capable of providing EMP pressure, shooting down waves of missiles, and fending off interceptor craft. Fast replacement times are generally held as sufficient compensation for a lack of defensive systems.",,,
seven_instigator_lowtech,SHIP,"A rare ship often mistaken for a piece of propaganda, a showpiece or an early overly ambitious mockup for a later ship design, the Instigator class cruiser was another Epta ship designed without cost in mind, and in an unusual departure from standard high tech Epta doctrine, the design was originally based off of the Manticore class destroyer as a low tech base.
Each Instigator class ship is designed to operate almost independently as a hunter/killer for anything smaller than it's self, with superior shields, firepower, maneuverability, and uniquely for the Epta Consortium, even armor compared to most other ships of it's class, boasting an incredible amount of battlefield control.
However, the lack of attention to price and maintenance costs results in the Instigator class being incredibly costly to field, leading to vanishingly small quantities of actually deployed Instigators, with it's glaring ineffectiveness against similarly as expensive capital ships sparks debates as to whether more ships, or simply upscaling to larger classes of ships are better investments compared to trying to cram as much equipment into as little space as possible.",,,
seven_megalos_kidemonas,SHIP,"The Megalos class is the sole product of autoforge 38G, an enigmatic device left behind by Gia Epta aboard the Proelefsi Epta. It is rare due to its extremely restricted production cycle and eclectic in design, but also fields enough firepower to dissuade any would be storefront looters or those that would dare assault Proelefsi Epta.",,,
seven_monitor,SHIP,"The Monitor 7s takes center stage as the consortium's first second generation ship; it is rarely seen and expensive to field, but serves as a terrifying reminder of what an AI core think tank can design when given free range and a runaway budget. This absurd take on a classic boasts ludicrously advanced shielding architecture and armaments which tear apart space itself for their basic functions, the ability to be an immovable object with a strong right hook cannot be underestimated.",,,
seven_skopefetis,SHIP,"One of the many fruits of the Galevis' development, the Skopefetis mecha is essentially as small of a long range strike weapon mount as can be produced. Whil the original frame of the mecha is based on the Galevis, its flux grid has been thoroughly retooled to handle the immense requirements of its main gun. A meager phase coil setup allows for slight defensive capabilities, but generally Skopefetis pilots will find that the best defense is simply moving far far away from their target.",,,
seven_philoctetes,SHIP,"A supermarine augmentation suite designed for covert, long range, high mobility ground operations. Marines are subject to standard reflex amplifiers, skeletal reinforcements, vascular redundancies, and sensory honers as well as a more specialized battery of gene therapy, anti-phase psychosis courses, implanted microcoils, and close range teleportation devices in place of extraneous organs. For fleet engagements though, Philoctetes supermarines utilize their state of the art armor penetrating sniper rifles to attack the cockpits and control mechanisms of fighters, drones, and missiles directly.",,,
seven_perola,SHIP,"The smallest 4Saken vessel, it excells against lone enemies, using it's Tempestuous Dash system with a mist field generator in order to strike quickly, and evade return fire. However, it suffers in protracted engagements, due to low PPT, weak armor, and being vulnerable to beam weaponry.",,,
,,,,,
,,,,,
#Weapons
seven_kenos,WEAPON,"\'It hungers for matter. Please feed it.\'.",,,
seven_macroura_pod,WEAPON,"A missile focused on speed at the expense of damage, the pod variant is still comparable to a faster but weaker Harpoon MRM, with more ammo reserves for longer engagements.",,,
seven_macroura_rack,WEAPON,"A missile focused on speed at the expense of damage, the Macroura MRM is comparable to a faster, but weaker Harpoon MRM, being better suited as a pressure weapon than as a finisher.",,,
seven_macroura_rack_fighter,WEAPON,"A missile focused on speed at the expense of damage, the Macroura MRM is comparable to a faster, but weaker Harpoon MRM, being better suited as a pressure weapon than as a finisher. Due to the range of strikecraft engagements, the propellant reserves, and in turn the range of the missiles were severely downscaled so as to properly fit onto units smaller than a frigate.",,,
seven_tartarus_rack,WEAPON,"A Short Range Torpedo (SRT) equipped with a special mechanism that can launch a pair of heavy darts at extreme speeds against the target, dealing enough damage to be effective against both shields and armor. However, the complexity of this mechanism is easily disrupted to the point of being useless, if not flat out destroyed by hostile ordnance, and due to the size of the mechanism it's self, the torpedo has both a very short range, and borderline requirement to be covered by more armored ordnance.",,,
seven_tartarus_pod,WEAPON,"A Short Range Torpedo (SRT) pod equipped with a special mechanism that can launch a pair of heavy darts at extreme speeds against the target, dealing enough damage to be effective against both shields and armor. The relative fragility of the torpedo is partially compensated for by the additional ammunition reserves in the pod variant, being better suited for sustained engagements than it's non-pod variant.",,,
seven_hedra_rack,WEAPON,"A Medium Range Torpedo (MRT) which uses an impulse of tachyon energy to reach high speeds, resulting in what is essentially an oversized kinetic slug. Unfortunately the absence of explosive ordnance makes this torpedo notably weaker against armor compared to an explosive torpedo of similar yield.",,,
seven_hedra_pod,WEAPON,"A Medium Range Torpedo (MRT) pod which uses an impulse of tachyon energy to reach high speeds, resulting in what is essentially an oversized kinetic slug. The pod variant comes with a generous amount of ammunition to last in prolonged engagements.",,,
seven_am_spitter_wpn,WEAPON,"A modified Antimatter Blaster that fires in a burst rather than a single shot, allowing for more tactical flexibility at the cost of raw damage potential. Where a single AMB salvo might be shrugged off by raising shields, the Spitter provides its own immediate follow-up, allowing pilots to push their opponents to overload. By dividing the blast, damage-per-hit is lowered, making the Spitter have a harder time cracking armor, and the total damage of a round compared to the classic AMB is slightly less.",,,
seven_ir_pulse_wpn,WEAPON,"A strange hybrid of the IR Pulse Laser and the Hypervelocity Driver, this long-range energy pulse gun serves a similar role to its ballistic cousin, though with considerably worse flux efficiency.",,,
seven_decoy_wpn,WEAPON,"A downscaled Locust launcher featuring a built-in autoforge for decoy missiles, the aptly-named Decoy is designed to distract point-defense to allow potent munitions can reach their target. The missile launcher is effectively well suited to pair with the Cinis MRM, whose missiles have a similar appearance and mobility.",,,
seven_cinis_wpn,WEAPON,"A missile launcher known for its pressure capabilities, the Cinis has firepower comparable to Annihilator rocket launchers, but is hampered by the frailty of its munitions, and the lack of a built-in autoforge. The Cinis needs help reaching its target, but it can be devastating when paired with a distracting launcher such as the Respawn MRM.",,,
seven_dread_fierce_wpn,WEAPON,"An anti-armor-focused acid launcher, able to rapidly melt through both armor and hull, but highly ineffective when presented with shields of any kind.",,,
seven_decoy_kyma_wpn,WEAPON,"A swarm-style missile launcher designed to severely punish any shieldless targets via overwhelming EMP damage, but that is mostly denied by shields.",,,
seven_masamune_shotgun,WEAPON,"Inspecting these shotgun-style energy weapons would lead one to conclude that their function follows a surprisingly rudimentary general design. However, their firing mechanisms are unlike any known weapon system, seeming to house some form of advanced technology that staggers their flow of time. The guns are capable of shredding nearly anything in front of them, but refuse to function unless the ship is pushed to its limit by activating its combat system.",,,
seven_epta_ion_pd,WEAPON,"The Jostaca point-defense system is an Epta Consortium-designed weapon that fires an ion lance, generating an EMP burst that rapidly disables missiles and strikecraft. The EMP is capable of chaining across multiple missiles, such as a volley of Anihhilators, but it cannot arc between strikecraft or larger ships.  ",,,
seven_kv2_cannon,WEAPON,A specialized cannon which applies force to the ship's gravitational field. Due to the nature of the weapon it deals less damage against more massive targets.,,,
seven_autopulse_sever,WEAPON,"When Epta's engineers were given the challenge of design a novel combat laser of unprecedented power, even their most ambitious researchers balked at the requested specifications. Inherent thermal, flux, and material issues made it impossible for many test platforms to field the equipment, much less combat ships armed with several weapons and handling dozens of other combat functions simultaneously. The complexities involved in engineering and mounting this massive and devastating energy weapon generally make it impractical to field outside of the Sever-class destroyer it was designed for.

Theorists say that this weapon should be able to create EMP chain reactions between strikecraft flying in close formation; more importantly, any half-conscious observer can tell you that this weapon can make a big mess of any ships caught with their shields down.",,,
seven_hvpulse,WEAPON,"An upgraded version of the High-Velocity Infrared Pulse Laser, this weapon is designed to break shields and suppress vessels. The projectile carries an EMP charge that jumps straight to weapons and engines, disabling systems and doing a very small amount of energy damage. ",,,
seven_laskaris,WEAPON,"Another piece of exotic Epta Engineering, the Laskaris was originally made to utilize negative tachyon energy in a projectile form but wound up using both it and its lingering effects on regular tachyon particles to create a deadly synergy against both shields and armor. ",,,
seven_glaphyra,WEAPON,"A quad-barreled flak cannon with variable-fuse timers rather than traditional proximity fuses, covering a vast area with high-intensity bombardment. Unfortunately, the Glaphyra suffers from low accuracy, and poor flux efficiency, making it ill-suited for being the only defense. This weapon is best suited to supporting an array of more traditional point-defense or massed with multiple other Glaphyra to create a screen.

In the desperate early days of the Consortium, imports of depleted uranium and reliable point defense feedstock were scarce. The venerable ""Glapper"" was originally a catch-all term for any AI-derived solution for detonating energy cell waste as a make-shift point defense charge, barely staving off the Luddic hordes through makeshift ingenuity. While strictly inferior to a dedicated Vulcan or a properly designed flak cannon, the Glaphyra could be cobbled together from Remnant wreckages and stacked together en masse. The modern Glaphyra may be generations of AI development away from those primitive fireboxes, but fans still revel in the tough 'stroid-fighter reputation that the old Glapper built.

Zeta Marketing is trying to rebrand the Glaphyra as an upscale PD solution for export, but shareholder sentiment is pessimistic. It doesn't matter that modern Glaphyra variant has objectively better anti-missile and anti-fighter performance than the stagnant Vulcan design in almost all field tests. Deserved or not, reputations stick.",,,
seven_small_flare_shield,WEAPON,"A small and slow launcher creating a brief but intense barrier capable of blocking enemy projectiles, most useful against slow firing weapons (except Hellbore Cannons). This is offset by the fact that it is a nightmare in ordnance points to mount, and is hard to maintain a cover behind the inconstant barrier.",,,
seven_heavy_ion_pd,WEAPON,"The Jostaca point-defense system is an Epta Consortium-designed weapon that fires an ion lance, generating an EMP burst that rapidly disables missiles and strikecraft. The EMP is capable of chaining across multiple missiles, such as a volley of Annihilators, but it cannot arc between strikecraft or larger ships.  This heavier version can generate ion spheres on impact, which explode after a few seconds, increasing the Jostaca's ability to clear the surrounding area of small hostile objects.",,,
seven_scala_autocannon,WEAPON,"One of the most advanced ballistic weapons of the Sector, the Scala Autocannon fires high-velocity projectiles with stabilized warheads with respectable armor-breaking potential, unlike most kinetic weapons. Despite the flexibility this suggests on paper, the weapon lacks in overall damage output, struggling to break shields compared to other, more dedicated kinetic weapons.",,,
seven_arkhos,WEAPON,"An arcane weapon produced by the Consortium, the Arkhos fires supercharged tachyon particles that produce intense EMP arcs in a close area on impact. Unfortunately, the uncontrolled energy discharge can also hit allied vessels, including the ship that fired it, so it is recommended to only use it with shields up and from an appropriated distance.",,,
seven_cinereus,WEAPON,"Fires unstable shells with a large explosive radius, often wiping out entire wings of enemy strikecraft with a single blast. However, the Cinereus struggles against full-sized ships due to a sluggish projectile speed and glacial rate of fire. ",,,
seven_menophyllis,WEAPON,"One of the most powerful weapons of the Sector. Each shot from the Menophyllis has so much force that it releases a cloud of superheated particles that are laced with leftover negative tachyon energy. The particles burn so hot that the cloud registers as engine exhaust, confusing both PD systems and targetted missiles alike. While the damage-per-shot is incredible, the weapon is limited by the primary capacitor charge rate. The negative tachyon reaction results in extreme flux generation.",,,
seven_glaucus,WEAPON,"A general-use kinetic weapon featuring both a fast fire-rate and a high caliber. Stabilized shells can cause great damage against both shields and armor, with each shot being powerful enough to cut through and spall thicker pieces of armor. However, the Glaucus is less efficient than most other ballistic weapons, requiring a powerful flux grid to properly mount.",,,
seven_cryptodeimos,WEAPON,"Arguably the most advanced artillery piece in the Sector, the Cryptodeimos uses High Explosive Negative Tachyon Accretion Impactors which are launched as a remarkably soft lump, gather on the outer armor of a target ship, and subsequently impart enough kinetic energy to create mass spalling in the interior of the vessel. Especially favored amongst vitriolic Epta Captains due to its ability to decimate even the thickest of armor. Due to cooling issues, has reduced range on pure energy mounts.",,,
seven_glaphyra_large,WEAPON,"A larger version of the Glaphyra flak cannon, featuring six barrels over the original four.

A six-barreled flak cannon with variable-fuse timers rather than traditional proximity fuses, covering a vast area with high-intensity bombardment. Unfortunately, the Glaphyra suffers from low accuracy, and poor flux efficiency, making it ill-suited for being the only defense. This weapon is best suited to supporting an array of more traditional point-defense or massed with multiple other Glaphyra to create a screen.",,,
seven_glaphyra_small,WEAPON,"A smaller version of the Glaphyra flak cannon, featuring two barrels instead of the original four.

A two-barreled flak cannon with variable-fuse timers rather than traditional proximity fuses, covering a vast area with high-intensity bombardment. Unfortunately, the Glaphyra suffers from low accuracy, and poor flux efficiency, making it ill-suited for being the only defense. This weapon is best suited to supporting an array of more traditional point-defense or massed with multiple other Glaphyra to create a screen.",,,
seven_rhiza,WEAPON,"A weapon designed to maneuver around front shields or distract omni-shields to leave an opening for another ship to exploit. The Rhiza fires lightly guided projectiles that split into two micro-missiles upon arriving near the enemy ship, each one locking onto the engines of the target. The damage-per-missile is subpar compared to similar weapons, making it less than useful against heavily armored ships.",,,
seven_brachinos,WEAPON,"An extremely lightweight magazine-based salvo system, suffering from a long refire time needed to both recharge the coils and refill the pair of compact magazines. In return, it is easier to mount than similar belt-fed siblings, and the shells hit marginally harder.",,,
seven_micro_pulse,WEAPON,"A compact array of downscaled negative tachyon emitters linked together, resulting in a beam-like effect with incredible overall damage and range for such an easy to mount package. However, handling negative tachyon energy requires an extreme amount of flux, and the built-in flux grid's cooling is already maxed out, preventing the emitters from firing continually.",,,
seven_ir_pulsearray_wpn,WEAPON,"A rapid-fire kinetic suppression weapon, designed to complement the Consortium's powerful HE guns. Easier to mount than the comparable Pulse Laser, but with inferior range and anti-armor performance.",,,
seven_mortar_cluster,WEAPON,"An exotic piece of engineering that essentially boils down to a large loader feeding multiple proximity charges into an extended launcher rig, the Flekker lacks the focused firepower of many other PD systems, focusing instead on softening up any approaching ordnance or hostile strikecraft, if not outright destroying particularly weak ones. Because of this, it's not ideal to only have Flekkers for point-defense, but anything this cheap and easy to mount will find a home somewhere. Just watch out for these wildly arcing shells' tendency to inflict friendly fire.

The Flekker is an odd piece of Epta engineering, incredibly crude compared to their more exotic anti-tachyon or new phase technologies. The most advanced thing about it is simply the gun's elevator, able to scale to load the entire package in or to load individual rounds in at around the same overall rate. However, the support provided to more conventional PD weapons allows them to attain a notably higher kill rate compared to simply attaching more point defense guns to the ship, at least during dry trials.

Many ship captains do complain about Flekker-mounted allies scraping off their paint or mildly stressing shields, or fragments of a nearby canister shearing through the unlucky crew member in a freshly unarmored section. While the actual damage caused by even continual Flekker fire is minuscule, care should be taken with especially tight formations around a Flekker-mounted vessel.",,,
seven_cryptodeimos_o_l,WEAPON,"A specialized Cryptodeimos variant unique to the Megalos class. This version of the Cryptodeimos boasts drastically superior sustained damage due to its faster fire rate and large burst size, but lacks the anti armor performance of the original.",,,
seven_cryptodeimos_o_r,WEAPON,"A specialized Cryptodeimos variant unique to the Megalos class. This version of the Cryptodeimos is perhaps one of the most devastating anti armor weapons in the sector, boasting immense upfront damage, but suffers from an even slower recharge rate than the standard model.",,,
seven_spas_gun,WEAPON,"A fast firing shotgun that is able to reliably intercept missiles and fighters alike, while also applying pressure to shields. However the spread of the weapon makes it unsuited for longer range engagements.",,,
seven_soprano_beam,WEAPON,"A knife fighting beam style weapon designed to crush armor using a gravitic impact strong enough to knock targets off course and fracture armor, followed by a quick stream of unfocused tachyon to flash burn the armor from the inside. However the unfocused beam splashes against shields, being mostly wasted.",,,
seven_philoctetes,WEAPON,"A multirole long range rifle which packs an excess of power for ground ops and just barely enough penetrating power to allow skilled marksmen to annihilate the pilots and control mechanisms of fighters, drones, and missiles directly. Deals low damage, but has a chance to instantly destroy fighters and missiles. (chance increases based on the level of the pilot via either being a strikecraft with an officer or piloted by a wingcom pilot)",,,
seven_omovrontia,WEAPON,"Boasting 10 barrels, 4 dedicated ammo feeders, and 2 nanoforges dedicated to producing its munitions the Omovrontia is the be all end option for putting a hail of bullets into an enemy fleet.",,,
seven_skopefetisgun,WEAPON,"A streamlined Cryptodeimos production designed specifically for usage with the Skopefetis mecha. It possesses drastically higher range than the base model at the cost of hitstrength, a welcome tradeoff for a mobile platform.",,,
,,,,,
,,,,,
#Ship Systems
seven_silent_narce,SHIP_SYSTEM,Iaijutsu Drive protocols utilize advanced tech from the enigmatic Narcepolis Avionics to drastically increase both top speed and weapon damage for a short period.,,,
seven_jameson,SHIP_SYSTEM,"After a brief charge up period fires all installed projectile weapons at a significantly increased rate of fire, range, and speed with no flux or ammo cost, but with drastically reduced accuracy and damage.",,,
seven_forgevats_pilgrim,SHIP_SYSTEM,Restocks the ammo of all missile systems mounted on this ship. There is a long cooldown before this system may be used again.,,,
seven_intercept_burn,SHIP_SYSTEM,"Provides an engine boost, propelling the ship forward at considerable speed for a short duration.",,,
seven_bright_burning,SHIP_SYSTEM,Drastically boosts ship speed and acceleration and grants a bonus to fire rate based on current speed.,,,
seven_iajutsu,SHIP_SYSTEM,Stolen tech and programming sequences from the enigmatic Narcepolis Avionics Solutions drastically increase engine performance for a short time and then allows usage of the ship's built-in shotguns.,,,
seven_quickstep_drive,SHIP_SYSTEM,Slightly accelerates the ship's flow of time for an adjustable duration. Reduces PPT loss while active.,,,
seven_lattice_reshuffle,SHIP_SYSTEM,"Realigns the crystal lattice of the artifact, switching between speed formation, defense formation, and attack formation.",,,
seven_engine_transformer,SHIP_SYSTEM,Provides a significant temporary boost to the speed of all fighters.,,,
seven_energy_overflow_field,SHIP_SYSTEM,Significantly reduces all damage taken by fighters while system is active.,,,
seven_cutnrun,SHIP_SYSTEM,Teleports the ship behind the nearest enemy and drastically slows down its perception of time for a short duration.,,,
seven_idash,SHIP_SYSTEM,Briefly drastically speeds up the pilot's perception of time to allow them to make use of advanced swordsmanship techniques.,,,
seven_galevis_murasama,WEAPON,"A high frequency blade based off of an ancient design. A large portion of the Galevis' onboard computing power is devoted to modulating the Murasama's frequency, thus ensuring that it can tear through even the thickest of armor and the sturdiest of hulls.",,,
seven_high_volition_tachyons,SHIP_SYSTEM,Teleports a MIRV mine to the desired location,,,
seven_pounce_ignitor,SHIP_SYSTEM,"Temporarily overloads the target ship and grants a brief period of drastic time dilation.",,,
seven_travel_systems,SHIP_SYSTEM,Increases the ship's top speed. Can be turned off at any time.,,,
seven_emergency_teleport,SHIP_SYSTEM,"Once per battle, teleports the ship a great distance in any chosen direction.",,,
seven_shield_mastery,SHIP_SYSTEM,Briefly engages all Epta shield architectures to grant the ship every type of Epta Shield Engineering bonus that it does not have and reduces Shield Power decay rate by the half.,Protection/offensive,,
seven_phasecloak,SHIP_SYSTEM,"Moves the ship into an alternate dimension known as P-space for a brief time. The ship can still be detected,  but cannot be hit by any weapon.",,,
seven_phasesystem,SHIP_SYSTEM,"Moves the ship into an alternate dimension known as P-space. The ship can still be detected, but cannot be hit by any weapon.",,,
seven_pouncedrives,SHIP_SYSTEM,"Instantly accelerates to maximum speed and grants a brief period of projectile reflection.",,,
seven_tempestuous,SHIP_SYSTEM,"The ship quickly dives into a pocket of unstable mist, propelling the ship forward while discharging arcs towards any entity within the cloud",,,
seven_B2TWdrive,SHIP_SYSTEM,Instantly consumes one third of the ship's current flux and grants it bonus time dilation equal to ten times the percentage of total flux consumed for a short duration.,,,
seven_rampartshield,SHIP_SYSTEM,Reduces shield damage taken by one third and increases weapon range for this ship and nearby allies by fifteen percent at the cost of significantly reduced speed.,,,
seven_latchon,SHIP_SYSTEM,Teleports to and links the ship to a nearby shielded ally. Grants the ally 50% of this ship's shield engineering bonuses and grants this ship bonus range based on ally size.,,,
seven_sminosswap,SHIP_SYSTEM,Switches main missile pods between heavy guidance and heavy payload missiles.,,,
seven_bigshot,SHIP_SYSTEM,"Loads a highly volatile Tachyon Burst shot into the Skopefetis' main weapon. Firing after the shot has reached criticality, but before it fizzles out allows for higher damage potential than normal.",,,
seven_megalos_assault,SHIP_SYSTEM,Switches Megalos between Assault and Traversal mode. Assault mode grants access to its main guns and allows hardflux dissipation while shields are up while Traversal mode drastically boosts speed and slowly repairs the hull.,,,
seven_lampflare,SHIP_SYSTEM,"Sparks a reaction in the core of the vessel, resulting in a massive pulse akin to a supermassive solar flare, overloading nearby enemies for 5 seconds.",,,
seven_orgi,SHIP_SYSTEM,"And therein we shall abscond together and leave behind a shred of pure vitriol. A mote of divine wrath born from my connection to you and this vessel; The ultimate parting gift for the blind and foolish.",,,
seven_cubedrive,SHIP_SYSTEM,"Temporarily grants the benefits of Triplicate Systems.",,,
seven_heathawk,SHIP_SYSTEM,"Equip a variety of different systems.",,,
,,,,,
,,,,,
#Planets
bushido_kessekixxx,CUSTOM,"A lifeless and rocky world, the battered surface of Kesseki tells an eons-long story of intermittent meteor bombardment. What atmosphere remains clings to the scarred crust in near-vacuum. There is no significant magnetic field or tectonic activity. Deep regolith, inorganic astral debris, blankets the surface, crossed by lava channels and dotted with ancient lava seas formed by especially large impacts.",,,
bushido_metarurijjixxx,CUSTOM,Hitoreben is the military center of the Meiyo system and the primary manufacturer of Takeshido weapons and armor. The colony sells several warship variants based on popular Takeshido racers and is a hub for the production and trade of products that are hard to source elsewhere in the sector. The lack of security for visiting fleets as well as the abundance of contraband and weapons also makes Hitoreben a hotbed of pirate activity.,,,
bushido_oashisuxxx,CUSTOM,"The street racing capital of the Persean sector. The surface of this planet is adorned with several hundred thousand miles of paved roads, and the planet boasts some of the largest spaceports around. Restorations of Old Earth tuner cars roam the streets and many an engineer has made a killing by selling off blueprints for any kind of hullmod that makes ships go faster. The speed enhancers aren't just for Takeshido pilots; both pirate and independent pilots are fond of visiting Oashisu to give their ships tune-ups. A lot of contraband is run in and out of this world as well, but thus far none of it has been captured by nosy law-keepers like the Hegemony.",,,
